emp_no,first_name,last_name,gender,birth_date,from_date,to_date
86655,Zhenhua,Lorys,F,1965-01-01,1995-08-21,9999-01-01
86672,JoAnne,Anido,F,1965-01-15,1995-09-15,9999-01-01
87129,Keung,Neiman,F,1965-01-16,1997-04-13,9999-01-01
87353,Quingbo,Coombs,M,1965-01-07,1999-01-17,9999-01-01
87714,Khun,Janetzko,M,1965-01-16,1989-09-13,9999-01-01
87729,Yongmin,Roccetti,M,1965-01-24,1986-12-10,9999-01-01
87783,Conor,Thorensen,M,1965-01-26,1988-02-24,9999-01-01
88103,Goo,Bresenham,M,1965-01-09,1999-01-31,9999-01-01
88411,Lena,Cannane,F,1965-01-31,2000-01-28,9999-01-01
88422,Jungsoon,Birsak,M,1965-01-28,1985-04-03,9999-01-01
88647,Vasiliy,Ratnaker,M,1965-01-10,1995-08-09,9999-01-01
88958,Vojin,Coombs,F,1965-01-22,1995-07-23,9999-01-01
88965,Mang,Hedayat,F,1965-01-20,1995-05-22,9999-01-01
89048,Otmar,Birjandi,F,1965-01-24,1985-03-23,9999-01-01
89090,Tetsushi,Theuretzbacher,F,1965-01-26,1990-02-01,9999-01-01
89161,Conal,Yetto,M,1965-01-07,1991-01-12,9999-01-01
89207,Along,Erol,F,1965-01-15,1992-10-16,9999-01-01
89346,Mansur,Comyn,M,1965-01-13,1999-08-31,9999-01-01
89590,Guther,Rothenberg,F,1965-01-27,1991-08-08,9999-01-01
89664,Pranjal,Rossi,M,1965-01-20,1998-07-07,9999-01-01
89680,Aiman,Mawatari,F,1965-01-27,1988-05-01,9999-01-01
89806,Xiadong,Shinomoto,M,1965-01-27,1997-05-24,9999-01-01
89922,Alexius,Ibel,M,1965-01-26,1988-04-24,9999-01-01
89941,Arnould,Weedman,F,1965-01-23,1989-07-28,9999-01-01
90077,Vivian,Guerreiro,M,1965-01-24,1991-07-08,9999-01-01
90084,Renny,Bale,M,1965-01-01,1989-11-22,9999-01-01
90211,Bader,Denis,F,1965-01-15,1997-10-06,9999-01-01
90292,Koichi,Assaf,M,1965-01-09,1990-05-26,9999-01-01
90518,Fumiko,Chepyzhov,M,1965-01-24,1988-01-28,9999-01-01
90614,Yonghoan,Trogemann,M,1965-01-29,1988-09-23,9999-01-01
90692,Rajmohan,DasSarma,M,1965-01-03,1985-09-14,9999-01-01
91172,Kazuhisa,Melter,M,1965-01-19,1987-07-16,9999-01-01
91182,Lucien,Schwartzburd,F,1965-01-04,1988-08-25,9999-01-01
91229,Yahiko,Hebden,M,1965-01-01,1996-10-03,9999-01-01
91256,Gunilla,Milicic,M,1965-01-13,1998-01-09,9999-01-01
91333,Lobel,Stafford,M,1965-01-27,1998-11-29,9999-01-01
91415,Jamaludin,Nilsson,M,1965-01-04,1987-01-15,9999-01-01
91648,Dmitry,Msuda,F,1965-01-29,1988-10-22,9999-01-01
92438,Aria,Kilgore,M,1965-01-04,1992-04-11,9999-01-01
92454,Visit,McFarlan,M,1965-01-24,1987-10-22,9999-01-01
92577,Zhanqiu,Farrow,M,1965-01-06,1999-01-10,9999-01-01
92598,Ranga,Merro,M,1965-01-18,1996-05-11,9999-01-01
92685,Mang,Atchley,M,1965-01-26,1995-06-07,9999-01-01
92841,Claude,Candan,M,1965-01-22,1993-08-04,9999-01-01
92846,Anyuan,Kropatsch,M,1965-01-11,1986-09-05,9999-01-01
92920,Huei,Hutter,M,1965-01-20,1993-01-28,9999-01-01
93040,Jaques,Kabayashi,F,1965-01-19,1992-03-13,9999-01-01
93220,Richara,Walston,M,1965-01-11,1996-08-27,9999-01-01
93278,Magdalena,Penn,F,1965-02-01,1997-01-04,9999-01-01
93549,Arie,Coullard,F,1965-02-01,2000-03-28,9999-01-01
93600,Kristina,Neimat,M,1965-01-13,1988-04-18,9999-01-01
94331,Ramzi,Cronau,M,1965-01-26,1999-09-03,9999-01-01
94416,Aran,Cesareni,F,1965-01-01,2001-11-20,9999-01-01
94761,Hitofumi,Zaccaria,M,1965-01-27,1988-11-22,9999-01-01
94944,Heping,Matheson,M,1965-01-13,1988-06-24,9999-01-01
95181,Yishai,Cappelli,F,1965-01-28,1997-01-30,9999-01-01
95286,Kristin,Guerreiro,F,1965-01-18,1989-08-23,9999-01-01
95314,Rasiah,Koblick,F,1965-01-22,1991-08-21,9999-01-01
95406,Alair,Lyonns,M,1965-01-08,1997-07-12,9999-01-01
95416,Gianluca,Ramaiah,M,1965-01-13,1993-11-29,9999-01-01
95509,Kristinn,Loncour,F,1965-01-11,1995-02-08,9999-01-01
95920,Nobuyoshi,Hegner,F,1965-01-19,1994-09-07,9999-01-01
96571,Kokou,Garrabrants,F,1965-01-13,1997-11-05,9999-01-01
96579,Mohan,Tasistro,M,1965-01-18,1996-02-10,9999-01-01
96767,Arumugam,Vecchio,F,1965-01-07,1985-08-14,9999-01-01
97018,Jeanna,Chinen,F,1965-01-09,1989-01-01,9999-01-01
97623,Haldon,Janetzko,M,1965-01-25,1990-09-11,9999-01-01
97661,Avishai,Hegner,M,1965-01-31,1993-05-08,9999-01-01
98288,Sumali,Huttel,F,1965-01-12,1989-09-12,9999-01-01
98306,Ziya,Kadhim,M,1965-01-16,1999-06-24,9999-01-01
98639,Florina,Assaf,M,1965-01-29,1996-05-18,9999-01-01
99057,Shugo,Reeken,M,1965-01-30,1999-06-21,9999-01-01
99373,Xiaobin,Christianini,M,1965-01-13,1985-12-25,9999-01-01
99377,Carrsten,Francisci,F,1965-01-18,1991-06-16,9999-01-01
99590,Dhritiman,Anily,F,1965-01-24,1998-12-16,9999-01-01
99654,Mahendra,Motley,F,1965-01-30,1985-09-28,9999-01-01
100865,Hisao,Peral,M,1965-01-19,1990-10-03,9999-01-01
100916,Heejo,Aamodt,M,1965-01-18,1992-04-22,9999-01-01
101487,Abdelaziz,Sury,M,1965-01-14,1991-01-31,9999-01-01
101647,Mori,Homond,M,1965-01-22,1994-05-10,9999-01-01
101902,Mantis,Millington,M,1965-01-14,1991-03-18,9999-01-01
102620,Adin,Templeman,M,1965-01-03,1999-08-12,9999-01-01
103196,Djenana,Albarhamtoshy,M,1965-01-16,1988-07-16,9999-01-01
103310,Visit,Swen,F,1965-01-07,1995-10-02,9999-01-01
103316,Susanne,Peternell,M,1965-01-03,1994-07-27,9999-01-01
103342,Beshir,Hellwagner,M,1965-01-03,1998-02-03,9999-01-01
103756,Heping,Halloran,M,1965-01-31,1992-04-08,9999-01-01
104133,Pranjal,Zyda,M,1965-01-31,1991-07-03,9999-01-01
104845,Werner,Lodder,M,1965-01-29,1992-06-17,9999-01-01
104988,Parviz,Litzler,M,1965-01-07,1992-08-08,9999-01-01
105342,Kwun,Reeker,F,1965-01-01,1999-07-29,9999-01-01
105356,Diederik,Matzov,M,1965-01-29,1995-03-08,9999-01-01
105432,Mohamadou,Stafford,M,1965-01-08,1995-09-12,9999-01-01
105520,Haldun,Lienhardt,M,1965-01-01,1987-01-29,9999-01-01
105731,Sachem,Cromarty,F,1965-01-15,1990-08-20,9999-01-01
106096,Naftali,Schurmann,M,1965-01-14,1992-12-02,9999-01-01
106242,Nevio,Thisen,M,1965-02-01,1988-03-25,9999-01-01
106695,Lijie,Garrabrants,F,1965-01-31,1988-10-26,9999-01-01
106710,Babette,Anandan,M,1965-01-31,1986-11-22,9999-01-01
107486,Siamak,Luiz,F,1965-01-23,1987-02-11,9999-01-01
107737,Fabrizio,Chleq,M,1965-01-23,1999-07-31,9999-01-01
107792,Shahab,Crooks,M,1965-01-13,1992-03-18,9999-01-01
107828,Ramya,Walston,M,1965-01-26,1989-02-03,9999-01-01
108091,Hisao,Ghemri,M,1965-01-09,1985-11-14,9999-01-01
108198,Randi,Samarati,F,1965-01-24,1992-10-20,9999-01-01
108316,Shai,Stellhorn,F,1965-01-02,1992-05-21,9999-01-01
108988,Oksana,Baek,M,1965-01-19,1989-07-20,9999-01-01
109062,Jamaludin,Kandlur,M,1965-02-01,1992-06-19,9999-01-01
109211,Gor,Delgrande,M,1965-01-11,2002-06-18,9999-01-01
109252,Moty,Winter,M,1965-01-15,1991-04-28,9999-01-01
109278,Bangqing,Schach,M,1965-01-21,1988-03-22,9999-01-01
109552,Menkae,Etalle,F,1965-01-31,1997-05-21,9999-01-01
109598,Stamatina,Auyong,M,1965-02-01,1988-07-05,9999-01-01
109620,Mani,Cannata,F,1965-01-02,1989-06-21,9999-01-01
109703,Arco,Walston,M,1965-01-17,1999-08-16,9999-01-01
109741,Hatem,Fadgyas,M,1965-01-11,1991-11-13,9999-01-01
109953,Godehard,Chorvat,F,1965-01-26,1988-04-10,9999-01-01
200267,Chuanti,Luff,M,1965-01-08,1994-09-21,9999-01-01
200312,Akemi,Fujisaki,F,1965-01-27,2001-11-13,9999-01-01
200363,Kirk,Quaggetto,F,1965-01-10,1987-06-30,9999-01-01
200735,Dinah,Denos,F,1965-01-09,1992-09-21,9999-01-01
200789,Susumu,Camurati,F,1965-01-14,1991-12-15,9999-01-01
201229,Alejandra,Khasidashvili,M,1965-01-03,1994-07-30,9999-01-01
201708,Anneli,Perl,F,1965-01-15,1992-09-08,9999-01-01
201709,Fan,Kakkad,M,1965-01-01,1988-02-25,9999-01-01
201739,Genta,Terekhov,F,1965-01-16,1998-07-21,9999-01-01
201801,Waiman,Genin,M,1965-01-12,1988-10-30,9999-01-01
201915,Sudharsan,DeMori,M,1965-01-02,1992-03-30,9999-01-01
202291,Ortrun,Schmiedel,F,1965-01-16,1997-07-18,9999-01-01
202403,Gully,Perko,F,1965-01-09,1999-07-07,9999-01-01
202414,Zvonko,Murthy,F,1965-01-13,1992-01-07,9999-01-01
202552,Morris,Saoudi,M,1965-01-05,1991-11-22,9999-01-01
202826,Kerhong,Matzke,M,1965-01-19,1986-11-14,9999-01-01
202882,Isaac,Koshino,M,1965-01-25,1995-09-28,9999-01-01
202950,Giordano,Pietrzykowski,F,1965-01-17,1987-03-26,9999-01-01
203474,Hugh,Jonsson,M,1965-01-03,1991-07-06,9999-01-01
203495,Zongyan,Gips,M,1965-01-02,1997-05-31,9999-01-01
203599,Ewing,DiGiano,M,1965-01-21,2000-02-01,9999-01-01
203720,Sasan,Thimonier,M,1965-01-30,1996-08-21,9999-01-01
203946,Yefim,Marwedel,F,1965-01-23,1993-03-30,9999-01-01
204117,Jessie,Nooteboom,M,1965-01-10,2000-12-13,9999-01-01
204133,Susuma,Bergere,M,1965-01-22,1996-02-25,9999-01-01
204246,Arve,Worfolk,M,1965-01-09,1985-04-01,9999-01-01
204425,Gretta,Huttel,F,1965-01-03,1990-10-08,9999-01-01
204470,Hein,Lichtner,M,1965-01-22,1998-05-02,9999-01-01
204471,Franziska,Maginnis,F,1965-01-27,1986-02-17,9999-01-01
204764,Susanne,Mandelberg,M,1965-01-22,1990-11-02,9999-01-01
205018,Yahiko,Awdeh,M,1965-01-26,1998-08-05,9999-01-01
205085,Moni,Kornyak,M,1965-01-23,1991-09-26,9999-01-01
205174,Leszek,Spinelli,M,1965-01-05,1998-12-10,9999-01-01
205500,Mary,Setiz,F,1965-01-04,1989-01-13,9999-01-01
205627,Stabislas,Broder,M,1965-01-21,1996-07-16,9999-01-01
205660,Kien,Barreiro,M,1965-01-27,2000-10-24,9999-01-01
205699,Youjian,Yetto,M,1965-01-31,1994-12-07,9999-01-01
205789,Limsoon,Skafidas,M,1965-01-31,1999-08-10,9999-01-01
205863,Aiichiro,Kusalik,M,1965-01-06,1990-10-04,9999-01-01
206748,Yucai,Fabrizio,F,1965-01-07,1999-10-06,9999-01-01
206836,Guadalupe,Pfau,M,1965-01-12,1993-03-22,9999-01-01
206966,Tzu,Sichman,M,1965-01-21,1987-11-17,9999-01-01
207021,Jacqueline,Akaboshi,M,1965-01-20,1997-12-06,9999-01-01
207068,Zhiguo,Ariola,M,1965-01-13,1994-09-07,9999-01-01
207204,Kellie,Schrooten,M,1965-01-25,1991-01-17,9999-01-01
207401,Shuji,Barbanera,M,1965-01-04,1987-08-10,9999-01-01
207551,Baziley,Falck,M,1965-01-15,1995-02-18,9999-01-01
207779,Chinya,Kamble,M,1965-01-16,1992-05-31,9999-01-01
207980,Remko,Vieth,M,1965-01-07,1990-11-22,9999-01-01
208147,Manu,Rothenberg,M,1965-01-09,1988-12-06,9999-01-01
208330,Shen,Flanders,F,1965-01-11,1989-07-03,9999-01-01
208639,Larisa,Lukaszewicz,M,1965-01-27,1996-10-30,9999-01-01
208653,Phillip,Schade,F,1965-01-23,1989-03-03,9999-01-01
208784,Pranjal,Juneja,F,1965-01-30,1985-03-21,9999-01-01
209101,Xinyu,Edelhoff,M,1965-01-05,1997-10-26,9999-01-01
209443,Krassimir,Garnier,M,1965-01-19,1998-01-26,9999-01-01
209565,Dante,Covnot,M,1965-01-09,1989-05-28,9999-01-01
209712,Nimmagadda,Baak,F,1965-01-17,1987-10-30,9999-01-01
210017,Shalesh,Lovengreen,M,1965-01-28,1990-09-29,9999-01-01
210292,Lihong,Zeilberger,M,1965-01-18,1996-04-28,9999-01-01
210449,Gino,Lagarias,M,1965-01-19,1997-06-22,9999-01-01
210752,Saniya,Stenning,F,1965-01-25,1986-12-10,9999-01-01
210786,Werner,Ranze,M,1965-01-31,1998-06-05,9999-01-01
211858,Domenico,Ratnaker,F,1965-01-08,1985-03-24,9999-01-01
211879,Gao,Ranze,F,1965-01-12,1994-11-24,9999-01-01
211967,Anwar,Bain,M,1965-01-07,1989-01-22,9999-01-01
212093,Leni,Henders,M,1965-01-11,1993-11-19,9999-01-01
212154,Sailaja,Holburn,M,1965-01-17,1991-03-04,9999-01-01
212361,Claudi,Stanfel,M,1965-01-16,1996-01-07,9999-01-01
213016,Yongmao,Fontan,M,1965-01-22,1993-07-26,9999-01-01
213140,Tru,Danecki,M,1965-01-10,1997-03-31,9999-01-01
213384,Pranas,Narwekar,F,1965-01-04,1985-09-26,9999-01-01
213447,Armond,Perly,M,1965-02-01,1989-09-14,9999-01-01
214215,Xiaoqiang,Cardazo,M,1965-01-25,1993-05-28,9999-01-01
214391,Rayond,Klassen,F,1965-01-15,1993-09-11,9999-01-01
214427,Peer,Molberg,F,1965-01-29,1996-11-17,9999-01-01
214539,Ingmar,Kohling,F,1965-01-27,1995-04-25,9999-01-01
214634,Shirish,Vickson,F,1965-01-12,1989-10-24,9999-01-01
214789,Arfst,Chepyzhov,F,1965-01-28,1989-02-06,9999-01-01
214866,Gopalakrishnan,Angel,F,1965-02-01,1997-07-05,9999-01-01
214995,Dinkar,Hoppenstand,M,1965-01-12,1994-05-04,9999-01-01
215419,Flemming,Kroha,M,1965-01-16,1995-01-23,9999-01-01
215629,Munehiro,Manders,M,1965-01-15,1987-05-18,9999-01-01
215746,Sven,Speer,M,1965-01-08,1999-07-08,9999-01-01
215843,Pramod,Loncour,F,1965-01-30,1987-03-31,9999-01-01
216054,Sahrah,Angiulli,M,1965-01-24,1986-07-31,9999-01-01
216342,Aiichiro,Cromarty,M,1965-01-22,1995-06-10,9999-01-01
216375,Byong,Gustavson,M,1965-01-16,1985-03-12,9999-01-01
216502,Xiaocheng,Suermann,F,1965-01-26,1997-12-15,9999-01-01
216573,Ashish,Vidya,F,1965-01-29,1989-06-16,9999-01-01
216921,Lena,Lenart,F,1965-01-22,1990-12-25,9999-01-01
217026,Otmar,Engberts,F,1965-01-11,1993-08-16,9999-01-01
217080,Masami,Puoti,M,1965-01-12,2000-01-21,9999-01-01
217272,Yuchang,Eldridge,M,1965-01-21,1986-08-01,9999-01-01
217286,Yannik,Spelt,F,1965-01-05,1992-09-22,9999-01-01
217320,Abdelwaheb,Denis,F,1965-01-10,1993-09-10,9999-01-01
217363,Horward,Marzano,M,1965-01-14,1996-04-11,9999-01-01
217387,Jianhao,Molenaar,M,1965-01-21,1987-10-22,9999-01-01
217551,Panayotis,Lukaszewicz,F,1965-01-02,1989-06-06,9999-01-01
217800,Shay,Servieres,F,1965-02-01,1998-08-06,9999-01-01
218022,Mokhtar,Poupard,M,1965-01-26,1992-02-02,9999-01-01
218100,Jiong,Garnham,M,1965-01-24,1990-01-02,9999-01-01
218831,Unal,DuBourdieux,F,1965-01-16,1996-03-13,9999-01-01
219035,Kristine,Bierman,F,1965-01-18,1988-05-13,9999-01-01
219047,Aemilian,Kusalik,M,1965-01-30,1987-05-27,9999-01-01
219052,Marsal,Acton,F,1965-01-06,1995-08-02,9999-01-01
219417,Subhrajyoti,Denna,M,1965-01-29,1996-07-25,9999-01-01
219497,Moie,Zastre,F,1965-01-22,1991-10-11,9999-01-01
219967,Susanna,Reeken,F,1965-01-16,1998-03-16,9999-01-01
220029,Demos,Asser,F,1965-01-17,1985-11-04,9999-01-01
220131,Reinhard,Slaats,F,1965-01-09,1994-06-08,9999-01-01
220418,Poorav,Laventhal,F,1965-01-23,1997-08-16,9999-01-01
220528,Sibyl,Rabehasaina,M,1965-01-06,1998-02-23,9999-01-01
220582,Poornachandra,Zielinski,M,1965-01-08,1996-02-13,9999-01-01
220611,Yuping,Babb,F,1965-01-23,1995-01-31,9999-01-01
220625,Shigenori,Deville,F,1965-01-25,1992-12-24,9999-01-01
220699,Nahid,Gyimothy,M,1965-01-07,1995-08-18,9999-01-01
220799,Perla,Orlowska,F,1965-01-17,1998-10-13,9999-01-01
221126,Tesuya,dAstous,F,1965-01-23,1988-11-29,9999-01-01
221367,Saddek,Farris,F,1965-01-13,1990-11-06,9999-01-01
221369,Abdulah,Pocchiola,F,1965-01-28,1996-08-28,9999-01-01
221435,Djenana,Marrevee,M,1965-01-06,1994-02-06,9999-01-01
221973,Sangeeta,Kalefeld,F,1965-01-17,1990-06-06,9999-01-01
222206,Stein,Uludag,M,1965-01-21,1988-01-30,9999-01-01
222311,Miyeon,Billingsley,M,1965-01-20,1992-12-05,9999-01-01
222319,Matt,Chvatal,M,1965-01-20,1994-11-09,9999-01-01
222354,Valdiodio,Schlumberger,F,1965-01-15,1993-08-07,9999-01-01
222616,Badri,Schapire,F,1965-02-01,1998-01-19,9999-01-01
222770,Kazuhiko,Kushner,F,1965-01-22,1995-08-01,9999-01-01
222878,Annemarie,Zallocco,F,1965-01-10,1996-12-01,9999-01-01
222926,Limsoon,Erol,M,1965-01-10,1997-12-31,9999-01-01
222952,Gopalakrishnan,Suermann,M,1965-01-28,1991-04-30,9999-01-01
222998,Leaf,Awdeh,M,1965-01-07,1992-10-02,9999-01-01
223593,Hidefumi,Moehrke,M,1965-01-20,1998-03-04,9999-01-01
223595,Chiranjit,Dredge,M,1965-02-01,1999-09-05,9999-01-01
224135,Annemarie,Bressoud,F,1965-01-02,1998-06-23,9999-01-01
224335,Perry,Chachaty,F,1965-01-29,1985-07-22,9999-01-01
224390,True,Shobatake,M,1965-01-24,1996-05-17,9999-01-01
224934,George,Miake,M,1965-01-05,1988-01-02,9999-01-01
225438,Remmert,Quaggetto,M,1965-01-14,1992-04-28,9999-01-01
225601,Masasuke,Genin,M,1965-01-13,1994-06-25,9999-01-01
225788,Ipke,Kieras,M,1965-01-08,1995-12-18,9999-01-01
225867,Ramalingam,Remmele,M,1965-01-26,1999-09-03,9999-01-01
225964,Mooi,Cooman,F,1965-01-19,1989-06-07,9999-01-01
226216,Giordano,Gini,F,1965-01-28,1993-08-14,9999-01-01
226227,Herbert,Erva,M,1965-01-07,1986-09-06,9999-01-01
227354,Gio,Murtha,F,1965-01-12,1986-11-11,9999-01-01
227476,Macha,Schnabel,M,1965-01-11,1988-05-11,9999-01-01
227681,Mikhail,Rousseau,F,1965-01-30,1998-11-30,9999-01-01
227899,Garnik,Luce,F,1965-01-23,1998-09-15,9999-01-01
227901,Francesca,Azuma,F,1965-01-26,1996-06-08,9999-01-01
228098,IEEE,Kroll,M,1965-01-18,1998-02-17,9999-01-01
228248,Yuriy,Plump,F,1965-01-09,1988-09-08,9999-01-01
228554,Bilhanan,Brendel,F,1965-01-03,1990-12-23,9999-01-01
228766,Nahla,Smailagic,F,1965-01-11,1993-02-12,9999-01-01
229098,Berry,Yurek,F,1965-01-08,1995-08-16,9999-01-01
229220,Fabrizio,Lichtman,F,1965-01-21,1987-02-09,9999-01-01
229248,Harjit,Terekhov,M,1965-01-27,1995-10-19,9999-01-01
229386,Pohua,Tasistro,F,1965-01-03,1994-11-04,9999-01-01
229391,Paloma,Henseler,M,1965-01-15,1991-06-11,9999-01-01
229404,Gilbert,Kilgour,M,1965-01-11,1996-04-05,9999-01-01
229547,Moni,Schach,M,1965-01-03,1986-07-04,9999-01-01
229727,Ewing,Millington,M,1965-01-23,1999-09-28,9999-01-01
229981,Jamaludin,Fordan,M,1965-01-19,1992-02-06,9999-01-01
230002,Tadahiro,Backhouse,F,1965-01-07,1991-10-02,9999-01-01
230126,Bezalel,Radivojevic,M,1965-01-31,1988-07-02,9999-01-01
230287,Renny,Alameldin,M,1965-01-14,1997-09-28,9999-01-01
230354,Yinghua,Lorho,F,1965-01-31,1991-08-09,9999-01-01
230498,Kolar,Puppo,M,1965-01-15,1990-04-25,9999-01-01
230579,Shahar,Negoita,M,1965-01-17,1994-03-19,9999-01-01
230689,Dietrich,Crabtree,F,1965-01-14,1986-05-24,9999-01-01
230865,Takushi,Brattka,M,1965-01-02,1999-06-03,9999-01-01
231069,Trygve,Siksek,F,1965-01-22,1995-11-09,9999-01-01
231459,Nectarios,Pramanik,M,1965-01-28,1999-11-18,9999-01-01
231671,Chandrasekaran,Pearson,F,1965-01-07,1995-04-14,9999-01-01
231798,Goetz,Alvarado,M,1965-01-28,1988-12-25,9999-01-01
232178,Etsuo,Anandan,F,1965-01-29,1989-12-13,9999-01-01
232209,Nitsan,Rouquie,M,1965-01-11,1988-08-01,9999-01-01
232697,Barry,Ramsak,F,1965-01-23,1990-09-07,9999-01-01
232723,Tesuya,Bugrara,M,1965-01-14,1993-02-13,9999-01-01
233114,Alselm,Gargeya,M,1965-01-20,1987-12-25,9999-01-01
233394,Khalid,Lenart,M,1965-01-06,1995-12-24,9999-01-01
233397,Fay,Sundgren,M,1965-01-16,1990-07-07,9999-01-01
233426,Etsuo,Usery,M,1965-01-12,1995-03-02,9999-01-01
233690,Cedric,Riefers,F,1965-01-17,1994-09-08,9999-01-01
233759,Zissis,Lodder,F,1965-01-14,2000-05-27,9999-01-01
233765,Kotesh,Chachaty,F,1965-01-20,1991-03-25,9999-01-01
233785,Baziley,Ballarin,F,1965-01-30,1987-07-28,9999-01-01
233818,Kellie,Heydon,M,1965-01-01,1985-11-11,9999-01-01
234195,Luerbio,Terkki,M,1965-01-07,1991-05-14,9999-01-01
234739,Foong,Aamodt,M,1965-01-31,1986-06-28,9999-01-01
235017,Irena,Dratva,M,1965-01-17,1991-09-07,9999-01-01
235096,Sverrir,Gyimothy,M,1965-01-21,1995-07-30,9999-01-01
235325,Gro,Prochazka,M,1965-01-06,1992-10-16,9999-01-01
235368,Anneli,Joslin,M,1965-01-09,1987-04-12,9999-01-01
235458,Gio,Heuser,M,1965-01-05,1992-06-28,9999-01-01
235729,Henk,Anger,M,1965-02-01,1993-01-19,9999-01-01
235780,Sampalli,Bergere,F,1965-01-17,1994-04-08,9999-01-01
235793,Jayesh,Spinelli,F,1965-01-03,1999-01-16,9999-01-01
236315,IEEE,Raczkowsky,M,1965-01-31,1996-07-24,9999-01-01
236566,Yechezkel,Maginnis,F,1965-01-17,1992-12-11,9999-01-01
236591,Insup,Reinhard,M,1965-01-11,1985-04-08,9999-01-01
236827,Almudena,Rijckaert,F,1965-01-28,1994-02-16,9999-01-01
236883,Huan,Olivero,F,1965-01-27,1999-11-19,9999-01-01
236964,Adel,Foote,M,1965-01-17,2000-03-20,9999-01-01
238112,Miomir,Frezza,F,1965-01-12,1991-05-25,9999-01-01
238252,Uno,Suppi,M,1965-01-09,1996-12-27,9999-01-01
238422,Vishv,Angelov,M,1965-01-10,1988-03-08,9999-01-01
238949,Minghong,Cronin,F,1965-01-09,1987-10-04,9999-01-01
239067,Tadahiko,Pocchiola,M,1965-01-11,1996-04-02,9999-01-01
239244,Abdulla,Kitai,M,1965-01-13,1987-02-20,9999-01-01
239415,Susumu,Brender,M,1965-01-01,1993-04-17,9999-01-01
239426,Vesna,Fairtlough,F,1965-01-08,2002-05-07,9999-01-01
239664,Sugwoo,Michaels,F,1965-01-04,1992-08-02,9999-01-01
239706,Arunas,Bugrara,M,1965-01-15,1997-04-03,9999-01-01
239748,Bilhanan,Dusink,F,1965-01-23,1988-06-04,9999-01-01
239803,Oscal,Ernst,M,1965-01-30,1992-05-19,9999-01-01
240132,Mizuhito,Kobara,F,1965-02-01,1996-08-09,9999-01-01
240236,True,Tischendorf,M,1965-01-24,1986-01-19,9999-01-01
240285,Kolar,Greenaway,M,1965-01-23,1998-11-14,9999-01-01
240340,Mack,Staylopatis,M,1965-01-14,1985-04-02,9999-01-01
240438,Temple,Cyre,M,1965-01-02,1992-09-30,9999-01-01
240870,Francesca,Chorvat,M,1965-01-06,1992-03-17,9999-01-01
241100,Cedric,Molenaar,M,1965-01-23,1990-10-06,9999-01-01
241254,Jagoda,Anguita,F,1965-01-15,1993-05-11,9999-01-01
241292,Uri,Lampe,M,1965-01-29,2001-12-11,9999-01-01
241567,Emran,Miara,M,1965-01-18,1989-05-02,9999-01-01
241667,Atilio,Olivero,M,1965-01-28,1985-09-04,9999-01-01
241728,Limsoon,Boudaillier,F,1965-01-30,1999-08-08,9999-01-01
241872,Bluma,Fetvedt,F,1965-01-11,2001-11-14,9999-01-01
242019,Herb,Murrill,F,1965-01-09,2001-10-28,9999-01-01
242081,Tomokazu,Pargas,M,1965-01-12,1996-11-15,9999-01-01
242104,Richara,Sudkamp,F,1965-01-05,1989-09-05,9999-01-01
242500,Bingning,Iisaku,M,1965-01-08,1989-06-26,9999-01-01
242800,Kazuyasu,Levergood,F,1965-01-11,1996-02-10,9999-01-01
243018,Bowen,Deverell,F,1965-01-02,1998-12-27,9999-01-01
243077,Kazunori,Perz,F,1965-02-01,1999-02-25,9999-01-01
243576,Abdulah,Lodder,M,1965-01-04,1996-11-10,9999-01-01
243637,Marjo,Delgrange,F,1965-01-16,1990-06-24,9999-01-01
243898,Arch,Basawa,M,1965-01-09,1998-05-10,9999-01-01
244308,Mokhtar,Rebaine,F,1965-01-10,1991-07-23,9999-01-01
244605,Masoud,Suwa,M,1965-01-22,1998-10-10,9999-01-01
244624,Boaz,Seuren,F,1965-01-31,1987-03-27,9999-01-01
244711,Rosli,Butner,M,1965-01-25,1991-03-20,9999-01-01
244714,Poorav,Clouatre,F,1965-01-27,1996-05-06,9999-01-01
244820,Shigenori,Hertweck,F,1965-01-15,1987-04-13,9999-01-01
244873,Arunachalam,Oppitz,M,1965-01-04,1986-05-20,9999-01-01
245164,Filipp,Winter,F,1965-01-23,1996-10-24,9999-01-01
245396,Gift,Bottner,M,1965-01-31,1995-03-04,9999-01-01
245664,Manohar,Kilgore,M,1965-01-18,1998-11-17,9999-01-01
246146,Zhongwei,Melski,F,1965-01-30,1987-09-04,9999-01-01
246244,George,Casperson,F,1965-01-09,2000-01-20,9999-01-01
246364,Alper,Tiemann,M,1965-01-06,1998-10-29,9999-01-01
246764,Shuzo,Czaja,M,1965-01-04,1997-11-29,9999-01-01
246798,Tianruo,Strooper,F,1965-01-09,2001-12-07,9999-01-01
246902,Shih,Shanbhogue,M,1965-01-27,1998-04-19,9999-01-01
247089,Seongbae,Schahn,M,1965-01-17,1992-12-10,9999-01-01
247122,Xiaobin,Narlikar,F,1965-01-23,1992-02-14,9999-01-01
247447,Tzu,Bakhtari,M,1965-01-28,1994-03-18,9999-01-01
247456,Masako,Bahk,F,1965-01-16,1997-07-31,9999-01-01
247612,Chiranjit,Constantine,F,1965-01-04,1997-05-25,9999-01-01
247875,Xiong,Anick,M,1965-01-02,1991-04-23,9999-01-01
247888,Abdelghani,Lagarias,M,1965-01-15,1985-09-06,9999-01-01
